date,sst,hotspot,dhw,alert_level
1998-01-01,28.05001548028676,0.0,,
1998-01-02,28.052250606403497,0.0,,
1998-01-03,28.165857840131647,0.0,,
1998-01-04,28.150736624404303,0.0,,
1998-01-05,28.258214280659185,0.0,,
1998-01-06,28.156488522758757,0.0,,
1998-01-07,27.932667854452923,0.0,,
1998-01-08,27.729346323217875,0.0,,
1998-01-09,27.805889285149835,0.0,,
1998-01-10,27.656662061455563,0.0,,
1998-01-11,27.682307404001865,0.0,,
1998-01-12,27.66954378508806,0.0,,
1998-01-13,27.71485014025989,0.0,,
1998-01-14,27.697140758169454,0.0,,
1998-01-15,27.400529310173063,0.0,,
1998-01-16,27.42692209239265,0.0,,
1998-01-17,28.22432049516218,0.0,,
1998-01-18,28.27159109635357,0.0,,
1998-01-19,28.09153669705068,0.0,,
1998-01-20,27.947778105391677,0.0,,
1998-01-21,27.948657545159723,0.0,,
1998-01-22,27.959345507835817,0.0,,
1998-01-23,27.900636212864825,0.0,,
1998-01-24,27.82982062803536,0.0,,
1998-01-25,28.090709858361357,0.0,,
1998-01-26,28.358756212299145,0.0,,
1998-01-27,28.225708896450044,0.0,,
1998-01-28,28.052341967007266,0.0,,
1998-01-29,28.06216336058448,0.0,,
1998-01-30,28.21487952987759,0.0,,
1998-01-31,28.232334251784337,0.0,,
1998-02-01,28.12226466924094,0.0,,
1998-02-02,27.903917830280765,0.0,,
1998-02-03,28.104721941956186,0.0,,
1998-02-04,28.16771736844328,0.0,,
1998-02-05,28.037702023720783,0.0,,
1998-02-06,28.040805656714195,0.0,,
1998-02-07,28.28826491006792,0.0,,
1998-02-08,28.509276308065548,0.0,,
1998-02-09,28.559285127740715,0.0,,
1998-02-10,28.40633877366218,0.0,,
1998-02-11,28.17097788960542,0.0,,
1998-02-12,28.187100934060226,0.0,,
1998-02-13,28.10048075410639,0.0,,
1998-02-14,27.919959434272503,0.0,,
1998-02-15,27.877604219807612,0.0,,
1998-02-16,27.73495430574262,0.0,,
1998-02-17,27.845003569536743,0.0,,
1998-02-18,28.011942258631244,0.0,,
1998-02-19,28.311086865639545,0.0,,
1998-02-20,28.48995807065169,0.0,,
1998-02-21,28.44829558356189,0.0,,
1998-02-22,28.250482598184515,0.0,,
1998-02-23,28.15042346807449,0.0,,
1998-02-24,28.18809648295469,0.0,,
1998-02-25,28.491917039619292,0.0,,
1998-02-26,28.727359850575752,0.0,,
1998-02-27,28.818477110606956,0.0,,
1998-02-28,28.83596182220369,0.0,,
1998-03-01,29.003093168599086,0.0,,
1998-03-02,28.99369997190976,0.0,,
1998-03-03,28.803754598482925,0.0,,
1998-03-04,28.24356875729277,0.0,,
1998-03-05,28.379157830542148,0.0,,
1998-03-06,28.65778227799243,0.0,,
1998-03-07,28.870264243408144,0.0,,
1998-03-08,28.86919047371341,0.0,,
1998-03-09,28.90783223555918,0.0,,
1998-03-10,28.967299773507012,0.0,,
1998-03-11,29.030367882582656,0.0,,
1998-03-12,28.945878356246865,0.0,,
1998-03-13,28.71091217862929,0.0,,
1998-03-14,28.86689829481697,0.0,,
1998-03-15,29.14006130313263,0.0,,
1998-03-16,29.450983982039528,0.15098398203952712,,
1998-03-17,29.4499440137931,0.14994401379309963,,
1998-03-18,29.31886547541296,0.018865475412958688,,
1998-03-19,29.430238107342984,0.1302381073429828,,
1998-03-20,29.635226348105263,0.3352263481052624,,
1998-03-21,29.60578509175673,0.30578509175672863,,
1998-03-22,29.54239674708644,0.24239674708643832,,
1998-03-23,29.399451072824096,0.09945107282409538,,
1998-03-24,29.314217701275616,0.014217701275615724,,
1998-03-25,29.267365789503963,0.0,0.0,0.0
1998-03-26,29.36230629755692,0.06230629755691908,0.0,0.0
1998-03-27,29.33354174005548,0.03354174005547961,0.0,0.0
1998-03-28,29.31961278749503,0.019612787495027817,0.0,0.0
1998-03-29,29.493016062217507,0.1930160622175059,0.0,0.0
1998-03-30,29.71123147922741,0.41123147922741055,0.0,0.0
1998-03-31,29.496579933202906,0.196579933202905,0.0,0.0
1998-04-01,29.50781596182041,0.2078159618204083,0.0,0.0
1998-04-02,29.694181938124352,0.3941819381243512,0.0,0.0
1998-04-03,29.95139336733947,0.6513933673394696,0.0,0.0
1998-04-04,30.167749816240267,0.8677498162402664,0.0,0.0
1998-04-05,30.3156237857752,1.0156237857751975,0.14508911225359963,0.0
1998-04-06,30.293362388026743,0.9933623880267426,0.14508911225359963,0.0
1998-04-07,30.128133137242145,0.8281331372421441,0.14508911225359963,0.0
1998-04-08,29.89875571589342,0.598755715893418,0.14508911225359963,0.0
